"","id","year","month","month_num","hero","role","ability","change","is_nerf","is_buff","skins","days_since_release","skin_ratio","number_of_changes","patch_ratio","nerf_ratio","buff_ratio"
"74",74,2023,"May",5,"kiriko","support","kuhit_pointsi","new hero option: ""healing ofuda cancels reload""",0,1,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"75",75,2023,"May",5,"lifeweaver","support","life grip","reinhardt is no longer a valid target for life grip during earthshatter, and using earthshatter will cancel life grip.",1,0,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"76",76,2023,"June",6,"cassidy","damage","magnetic grenade","seeking radius lowered from 1.5 to 1.3 meters.",1,0,35,749,0.0280673616680032,18,0.0257142857142857,0.555555555555556,0.444444444444444
"77",77,2023,"June",6,"cassidy","damage","magnetic grenade","homing duration lowered from 1 to 0.75 secondsond.",1,0,35,749,0.0280673616680032,18,0.0257142857142857,0.555555555555556,0.444444444444444
"78",78,2023,"June",6,"mei","damage","endothermic blaster","maximum slow applied by primary fire reduced from 50% to 40%",1,0,35,749,0.0280673616680032,12,0.0171428571428571,0.416666666666667,0.583333333333333
"79",79,2023,"June",6,"mei","damage","endothermic blaster","primary fire damage per secondsondincreased from 55 to 70",0,1,35,749,0.0280673616680032,12,0.0171428571428571,0.416666666666667,0.583333333333333
"80",80,2023,"June",6,"mei","damage","deep chill (passive)","maximum slow applied when this effect activates reduced from 75% to 65%.",1,0,35,749,0.0280673616680032,12,0.0171428571428571,0.416666666666667,0.583333333333333
"81",81,2023,"June",6,"lifeweaver","support","thorn volley","increased the number of projectiles to reach maximum spread from 0 to 20",0,1,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"82",82,2023,"June",6,"lifeweaver","support","thorn volley","maximum ammo increased from 70 to 80",0,1,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"83",83,2023,"July",7,"orisa","tank","fortify","damage reduction increased from 40 to 50%",0,1,29,749,0.0232558139534884,19,0.0271428571428571,0.263157894736842,0.736842105263158
"84",84,2023,"July",7,"ramattra","tank","ravenous vortex","the projectile now passes through enemy heroes but is still blocked by barriers.",0,1,18,686,0.0144346431435445,28,0.04,0.285714285714286,0.714285714285714
"85",85,2023,"July",7,"reinhardt","tank","barrier field","maximum health increased from 1200 to 1400",0,1,40,749,0.0320769847634322,16,0.0228571428571429,0.1875,0.8125
"86",86,2023,"July",7,"wrecking ball","tank","quad cannons","manual reload time reduced from 2 to 1.6 secondsond.",0,1,29,749,0.0232558139534884,18,0.0257142857142857,0.166666666666667,0.833333333333333
"87",87,2023,"July",7,"sojourn","damage","railgun","number of shots to reach maximum spread increased from 8 to 12",0,1,21,749,0.0168404170008019,24,0.0342857142857143,0.333333333333333,0.666666666666667
"88",88,2023,"July",7,"sojourn","damage","railgun","spread reduced by 12%",0,1,21,749,0.0168404170008019,24,0.0342857142857143,0.333333333333333,0.666666666666667
"89",89,2023,"July",7,"soldier: 76","damage","heavy pulse rifle","damage increased from 18 to 19",0,1,38,749,0.0304731355252606,8,0.0114285714285714,0.375,0.625
"90",90,2023,"July",7,"soldier: 76","damage","helix rockets","explosion damage increased from 80 to 90",0,1,38,749,0.0304731355252606,8,0.0114285714285714,0.375,0.625
"91",91,2023,"July",7,"soldier: 76","damage","biotic field","healing per secondsondincreased from 35 to 40",0,1,38,749,0.0304731355252606,8,0.0114285714285714,0.375,0.625
"92",92,2023,"July",7,"symmetra","damage","photon projector","secondary fire maximum impact damage increased from 45 to 50",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"93",93,2023,"July",7,"symmetra","damage","photon projector","secondary fire maximum explosion damage increased from 45 to 50",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"94",94,2023,"July",7,"symmetra","damage","photon projector","regenerate up to 30 shield health per secondsond when primary fire deals damage to barriers or enemies with shield health.",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"95",95,2023,"July",7,"symmetra","damage","sentry turret","damage per secondsondreduced from 40 to 25",1,0,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"96",96,2023,"July",7,"symmetra","damage","sentry turret","turrets now reveal enemy heroes to allies while dealing damage and for 1 additional secondsond afterwards",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"97",97,2023,"July",7,"torbjorn","damage","rivet gun","secondary fire spread reduced from 5 to 4.5 degrees",1,0,32,749,0.0256615878107458,10,0.0142857142857143,0.4,0.6
"98",98,2023,"July",7,"torbjorn","damage","deploy turret","damage reduced from 14 to 11",1,0,32,749,0.0256615878107458,10,0.0142857142857143,0.4,0.6
"99",99,2023,"July",7,"torbjorn","damage","deploy turret","cooldown increased from 10 to 12 secondsond",1,0,32,749,0.0256615878107458,10,0.0142857142857143,0.4,0.6
"100",100,2023,"July",7,"torbjorn","damage","overload","now reloads 6 ammo on use",0,1,32,749,0.0256615878107458,10,0.0142857142857143,0.4,0.6
"101",101,2023,"July",7,"kiriko","support","healing ofuda","recovery reduced from 1 to 0.9 secondsond",0,1,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"102",102,2023,"July",7,"zenyatta","support","orb of discord","maximum range reduced from 40 to 30 meters",1,0,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"103",103,2023,"July",7,"zenyatta","support","orb of discord","time to wear off the target when not in line-of-sight reduced from 2 to 1.5 secondsond",1,0,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"104",104,2023,"August",8,"illari","support","healing pylon","heal decreased from 40 to 30",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"105",105,2023,"August",8,"illari","support","healing pylon","shields decreased from 75 to 50",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"106",106,2023,"August",8,"illari","support","captive sun","projectile impact and explosion are now blocked by barriers",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"107",107,2023,"August",8,"illari","support","captive sun","projectile size decreased from 1.5 to 0.75 meters",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"108",108,2023,"August",8,"illari","support","captive sun","sunstruck duration decreased from 7 to 6 secondsond",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"109",109,2023,"September",9,"bastion","damage","reconfigure","no longer restores armor when transforming",1,0,34,749,0.0272654370489174,11,0.0157142857142857,0.363636363636364,0.636363636363636
"110",110,2023,"October",10,"dva","tank","fusion cannons","movement speed penalty reduced from 40 to 30%",0,1,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"111",111,2023,"October",10,"dva","tank","micro missiles","projectile speed increased from 40 to 50",0,1,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"112",112,2023,"October",10,"doomfist","tank","rocket punch","minimum wall stun duration decreased from 0.25 to 0.15 secondsond",1,0,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"113",113,2023,"October",10,"doomfist","tank","rocket punch","maximum wall stun duration decreased from 0.75 to 0.6 secondsond",1,0,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"114",114,2023,"October",10,"winston","tank","tesla cannon","secondary fire range increased from 30 to 40 meters",0,1,29,749,0.0232558139534884,12,0.0171428571428571,0.0833333333333333,0.916666666666667
"115",115,2023,"October",10,"bastion","damage","configuration: assault","cooldown increased from 10 to 12 secondsond",1,0,34,749,0.0272654370489174,11,0.0157142857142857,0.363636363636364,0.636363636363636
"116",116,2023,"October",10,"bastion","damage","configuration: assault","weapon spread increased 10%",1,0,34,749,0.0272654370489174,11,0.0157142857142857,0.363636363636364,0.636363636363636
"117",117,2023,"October",10,"cassidy","damage","magnetic grenade","cooldown increased from 10 to 12 secondsond",1,0,35,749,0.0280673616680032,18,0.0257142857142857,0.555555555555556,0.444444444444444
"118",118,2023,"October",10,"mei","damage","endothermic blaster","slow effect decreased from 40 to 30%",1,0,35,749,0.0280673616680032,12,0.0171428571428571,0.416666666666667,0.583333333333333
"119",119,2023,"October",10,"sombra","damage","emp","ultimate cost decreased 10%",0,1,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"120",120,2023,"October",10,"symmetra","damage","hit_points","base shield health reduced from 125 to 100 (total 200 hp",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"121",121,2023,"October",10,"widowmaker","damage","widow's kiss","unscoped shots to reach maximum spread increased from 3 to 7",1,0,41,749,0.032878909382518,7,0.01,0.285714285714286,0.714285714285714
"122",122,2023,"October",10,"widowmaker","damage","infra-sight","ultimate cost reduced 10%",0,1,41,749,0.032878909382518,7,0.01,0.285714285714286,0.714285714285714
"123",123,2023,"October",10,"ana","support","biotic grenade","cooldown increased from 10 to 12 secondsond",1,0,38,749,0.0304731355252606,10,0.0142857142857143,0.4,0.6
"124",124,2023,"October",10,"baptiste","support","immortality field","health decreased from 150 to 125",1,0,27,749,0.0216519647153168,10,0.0142857142857143,0.3,0.7
"125",125,2023,"October",10,"baptiste","support","immortality field","cooldown increased from 23 to 25 secondsond",1,0,27,749,0.0216519647153168,10,0.0142857142857143,0.3,0.7
"126",126,2023,"October",10,"illari","support","solar rifle","primary fire projectile size reduced from 0.1 to 0.05 meters",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"127",127,2023,"October",10,"illari","support","healing pylon","base health reduced from 75 to 50 (total 100 hp)",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"128",128,2023,"October",10,"illari","support","healing pylon","cooldown when destroyed increased from 12 to 15 secondsond",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"129",129,2023,"October",10,"kiriko","support","protection suzu","cooldown increased from 14 to 15 secondsond",1,0,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"130",130,2023,"October",10,"lifeweaver","support","healing blossom","ammo reduced from 20 to 16",1,0,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"131",131,2023,"October",10,"lifeweaver","support","healing blossom","max heal reduced from 75 to 70",1,0,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"132",132,2023,"October",10,"lifeweaver","support","life grip","cooldown increased from 16 to 19 secondsond",1,0,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"133",133,2023,"October",10,"zenyatta","support","harmony orb","time to wear off when not in line-of-sight increased from 3 to 5 secondsond",0,1,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"134",134,2023,"October",10,"zenyatta","support","orb of discord","can no longer be reapplied to the same target for 7 secondsond after the effect has been removed",1,0,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"135",135,2023,"October",10,"zenyatta","support","orb of discord","range increased from 30 to 40 meters",0,1,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"136",136,2023,"November",11,"roadhog","tank","take a breather","total healing increased from 450 to 500",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"137",137,2023,"November",11,"roadhog","tank","take a breather","damage reduction increased from 30 to 40%",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"138",138,2023,"November",11,"roadhog","tank","take a breather","maximum duration reduced from 3 to 2.5 secondsond",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"139",139,2023,"November",11,"roadhog","tank","take a breather","recharge time reduced from 12 to 10 secondsond",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"140",140,2023,"November",11,"roadhog","tank","take a breather","cooldown for each use decreased from 8 secondsond to 1 secondsond",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"141",141,2023,"November",11,"roadhog","tank","take a breather","take a breather requires 12 secondsond to reach full charge from empty",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"142",142,2023,"November",11,"roadhog","tank","scrap gun","total damage per shot increased from 150 to 160",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"143",143,2023,"November",11,"roadhog","tank","scrap gun","shotgun pellet count reduced from 25 to 16",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"144",144,2023,"November",11,"roadhog","tank","scrap gun","shotgun pellet damage increased from 6 to 6.25",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"145",145,2023,"November",11,"roadhog","tank","scrap gun","critical damage multiplier reduced from 2x to 1.5x",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"146",146,2023,"November",11,"roadhog","tank","pig pen","ability added to game",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"147",147,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","chaingun damage reduced from 5 to 4.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"148",148,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","the number of shots with the incendiary chaingun to ignite enemies increased from 10 to 15.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"149",149,2023,"December",12,"mauga","tank","cage fight","ultimate duration reduced from 10 to 8 secondsond",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"150",150,2023,"December",12,"doomfist","tank","meteor strike","now regenerates 75 health per secondsondwhile in the air",0,1,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"151",151,2023,"December",12,"doomfist","tank","meteor strike","ultimate cost increased 16%",1,0,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"152",152,2023,"December",12,"junker queen","tank","scattergun","spread reduced 8%",0,1,18,749,0.0144346431435445,18,0.0257142857142857,0.111111111111111,0.888888888888889
"153",153,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","spread for firing both guns reduced 15%.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"154",154,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","fire rate multiplier for firing both guns reduced from 25% to 0%.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"155",155,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","damage per shot increased from 4.5 to 5.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"156",156,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","damage falloff range increased from 25 to 30 meters.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"157",157,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","max ammo increased from 300 to 350.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
